id,key,value,type
370168221,id,19459,cxx
370168221,source,survey,regular
370168221,highway,bus_stop,regular
370168221,shelter,yes,regular
370168221,code,50000610,cxx
370168221,public_transport,platform,regular
370168267,bus,yes,regular
370168267,name,Columbuslaan/Afrikalaan,regular
370168267,zone,5000,regular
370168267,id,45448,cxx
370168267,source,survey,regular
370168267,highway,bus_stop,regular
370168267,alt_name,Columbuslaan/Afrikalaan,regular
370168267,code,50002620,cxx
370168267,public_transport,platform,regular
374577311,highway,bus_stop,regular
374577311,name,P+R Papendorp,regular
374577311,public_transport,platform,regular
374577311,route_ref,195,regular
374577311,wheelchair,yes,regular
374577311,zone,5111,regular
379835945,source,survey,regular
379835945,amenity,bench,regular
380395207,name,Luigi IJssalon,regular
380395207,source,survey,regular
380395207,amenity,fast_food,regular
380395207,street,Lekstraat,addr
380395207,postcode,3433 ZB,addr
380395207,housenumber,20,addr
381958073,foot,yes,regular
381958073,barrier,bollard,regular
381958073,bicycle,yes,regular
381958174,amenity,bench,regular
381958283,source,survey,regular
381958283,amenity,bench,regular
385037541,source,survey,regular
385037541,amenity,bench,regular
385605105,source,survey,regular
385605105,amenity,bench,regular
386919229,railway,level_crossing,regular
412312171,foot,yes,regular
412312171,moped,yes,regular
412312171,barrier,bollard,regular
412312171,bicycle,yes,regular
430401147,name,Albert Heijn,regular
430401147,shop,supermarket,regular
430401147,phone,030-6041144,regular
430401147,city,Nieuwegein,addr
430401147,street,Passage,addr
430401147,winkelnummer,1327,regular
430401147,postcode,3431 LN,addr
430401147,opening_hours,Mo-Fr 08:00-21:00; Sa 08:00-20:00,regular
430401147,housenumber,65,addr
507959267,name,Far East,regular
507959267,amenity,restaurant,regular
529866749,name,Nieuwegein,regular
529866749,traffic_sign,city_limit,regular
567327177,traffic_calming,table,regular
599516673,height,21,regular
599516673,man_made,tower,regular
599516673,technology,UMTS,regular
599516673,type,communication,tower
599516905,height,31,regular
599516905,man_made,tower,regular
599516905,technology,UMTS,regular
599516905,type,communication,tower
599516986,height,32,regular
599516986,man_made,tower,regular
599516986,technology,UMTS,regular
599516986,type,communication,tower
599517214,height,32,regular
599517214,man_made,tower,regular
599517214,technology,GSM 900,regular
599517214,type,communication,tower
599539173,height,30,regular
599539173,man_made,tower,regular
599539173,technology,UMTS,regular
599539173,type,communication,tower
599539484,height,18; 21; 23,regular
599539484,man_made,tower,regular
599539484,technology,GSM 900; UMTS; UMTS,regular
599539484,type,communication,tower
599539503,height,19,regular
599539503,man_made,tower,regular
599539503,technology,GSM 1800,regular
599539503,type,communication,tower
599539576,height,21,regular
599539576,man_made,tower,regular
599539576,technology,UMTS,regular
599539576,type,communication,tower
599544562,height,34,regular
599544562,man_made,tower,regular
599544562,technology,UMTS,regular
599544562,type,communication,tower
599574902,height,32,regular
599574902,man_made,tower,regular
599574902,technology,UMTS,regular
599574902,type,communication,tower
599626960,height,30,regular
599626960,man_made,tower,regular
599626960,technology,GSM 900,regular
599626960,type,communication,tower
599643142,height,17,regular
599643142,man_made,tower,regular
599643142,technology,GSM 900,regular
599643142,type,communication,tower
599657277,height,39,regular
599657277,man_made,tower,regular
599657277,technology,GSM 900,regular
599657277,type,communication,tower
614347842,barrier,cycle_barrier,regular
642435358,bus,yes,regular
642435358,name,Kastelenplantsoen,regular
642435358,zone,5000,regular
642435358,id,45437,cxx
642435358,highway,bus_stop,regular
642435358,code,50002390,cxx
642435358,wheelchair,yes,regular
642435358,public_transport,platform,regular
643040238,bus,yes,regular
643040238,name,KPMG,regular
643040238,zone,5111,regular
643040238,id,56247,cxx
643040238,source,CXX,regular
643040238,highway,bus_stop,regular
643040238,code,51110852,cxx
643040238,public_transport,platform,regular
645599793,bus,yes,regular
645599793,name,Marconi-Hoog,regular
645599793,zone,5122,regular
645599793,id,21482,cxx
645599793,highway,bus_stop,regular
645599793,code,51221090,cxx
645599793,operator,QBUZZ,regular
645599793,public_transport,platform,regular
646746306,bus,yes,regular
646746306,name,Berkstraat,regular
646746306,highway,bus_stop,regular
646746306,public_transport,platform,regular
646746318,bus,yes,regular
646746318,name,IJsselsteinseweg,regular
646746318,highway,bus_stop,regular
646746318,public_transport,platform,regular
646746335,bus,yes,regular
646746335,name,B.J. Buurmanstraat,regular
646746335,highway,bus_stop,regular
646746335,public_transport,platform,regular
646746347,bus,yes,regular
646746347,name,Marconi-Laag,regular
646746347,zone,5122,regular
646746347,id,21410,cxx
646746347,highway,bus_stop,regular
646746347,code,51220532,cxx
646746347,operator,QBUZZ,regular
646746347,public_transport,platform,regular
646746359,bus,yes,regular
646746359,name,Blauwe Brug,regular
646746359,zone,5122,regular
646746359,id,21386,cxx
646746359,source,AND;CXX,regular
646746359,highway,bus_stop,regular
646746359,code,51220370,cxx
646746359,public_transport,platform,regular
646860723,bus,yes,regular
646860723,name,Leusderschans,regular
646860723,highway,bus_stop,regular
646860723,public_transport,platform,regular
646860757,bus,yes,regular
646860757,name,Noordstedeweg,regular
646860757,zone,5122,regular
646860757,id,21374,cxx
646860757,source,CXX,regular
646860757,highway,bus_stop,regular
646860757,code,51220271,cxx
646860757,public_transport,platform,regular
646860789,bus,yes,regular
646860789,name,Middenweide,regular
646860789,zone,5122,regular
646860789,id,21357,cxx
646860789,source,CXX,regular
646860789,highway,bus_stop,regular
646860789,code,51220140,cxx
646860789,public_transport,platform,regular
647196536,bus,yes,regular
647196536,name,Europalaan,regular
647196536,highway,bus_stop,regular
647196536,public_transport,platform,regular
650961793,bus,yes,regular
650961793,name,Zeemanlaan,regular
650961793,highway,bus_stop,regular
650961793,public_transport,platform,regular
693268636,name,ING,regular
693268636,amenity,atm,regular
693268636,operator,ING,regular
695778373,name,Supervlaai Utrecht Smaragdplein,regular
695778373,shop,bakery,regular
695778373,source,BAG,regular
695778373,website,http://www.supervlaai.nl,regular
695778373,city,Utrecht,addr
695778373,street,Smaragdplein,addr
695778373,date,2014-08-22,source
695778373,postcode,3523ED,addr
695778373,housenumber,108,addr
747508549,city,Nieuwegein,addr
747508549,street,A27,addr
747508549,amenity,fast_food,regular
747508549,cuisine,burger,regular
747508549,name,Burger King,regular
747508549,note,odbl clean: geen copyright op winkelgegevens aangetroffen,regular
747508549,operator,Burger King,regular
747508549,takeaway,yes,regular
800446802,name,GSM Reparatie Centrum,regular
800446802,shop,phone_repair,regular
800446802,source,BAG,regular
800446802,city,Utrecht,addr
800446802,street,Smaragdplein,addr
800446802,date,2014-08-22,source
800446802,postcode,3523EJ,addr
800446802,housenumber,245,addr
800448036,name,Foto Brouwer,regular
800448036,shop,photography,regular
800448036,source,BAG,regular
800448036,city,Utrecht,addr
800448036,street,Smaragdplein,addr
800448036,date,2014-08-22,source
800448036,postcode,3523ED,addr
800448036,housenumber,111,addr
826716739,source,areal survey bing,regular
842357558,amenity,bench,regular
842357670,amenity,bench,regular
933066885,traffic_calming,hump,regular
952717634,note,Informatie over natuurvriendelijke oever water Herautsingel,regular
952717634,tourism,information,regular
952717634,information,board,regular
968896839,traffic_calming,bump,regular
968897360,amenity,post_box,regular
995397649,amenity,post_box,regular
1207095938,foot,yes,regular
1207095938,horse,yes,regular
1207095938,access,no,regular
1207095938,barrier,gate,regular
1207095938,bicycle,yes,regular
1207095938,maxwidth,4.2,regular
1207095938,motorcar,yes,regular
1207095938,maxheight,5.2,regular
1207095938,motorcycle,yes,regular
1230968274,highway,traffic_signals,regular
1233903438,barrier,gate,regular
1258100385,colour,brown,regular
1258100385,amenity,bench,regular
1258100385,backrest,yes,regular
1258100385,material,wood,regular
1276895170,barrier,gate,regular
1277065424,barrier,gate,regular
1277121736,name,Altrecht,regular
1277121736,note,Geestelijke gezondheidszorg en ouderencentrum,regular
1277121736,source,BAG,regular
1277121736,city,Utrecht,addr
1277121736,street,Jutfaseweg,addr
1277121736,date,2014-08-17,source
1277121736,postcode,3522HR,addr
1277121736,housenumber,205,addr
1308361289,note,"Geen hek, maar een bordje ""Verboden toegang"".",regular
1308361947,traffic_calming,hump,regular
1308362155,traffic_calming,choker;cushion,regular
1308362339,access,no,regular
1308362339,barrier,gate,regular
1308362699,access,no,regular
1308362699,barrier,gate,regular
1308362709,access,no,regular
1308362709,barrier,gate,regular
1308362793,traffic_calming,table,regular
1308362879,access,yes,regular
1308362879,barrier,gate,regular
1308362932,access,no,regular
1308362932,barrier,gate,regular
1308363099,entrance,yes,regular
1308369277,entrance,yes,regular
1308369296,entrance,yes,regular
1308369308,entrance,yes,regular
1308369329,entrance,yes,regular
1308369365,entrance,yes,regular
1308369384,entrance,yes,regular
1308369412,entrance,yes,regular
1308369426,entrance,yes,regular
1308369441,entrance,yes,regular
1308369457,entrance,yes,regular
1308369469,entrance,yes,regular
1308369487,entrance,yes,regular
1308369525,entrance,yes,regular
1308369560,entrance,yes,regular
1308369578,entrance,yes,regular
1308369623,entrance,yes,regular
1357827791,source,160122_DNZ_002a_markeringen_drijvend,regular
1357827791,name,L 64,seamark
1357827791,type,buoy_lateral,seamark
1357827791,topmark:shape,cylinder,seamark
1357827791,topmark:colour,red,seamark
1357827791,buoy_lateral:shape,spar,seamark
1357827791,buoy_lateral:colour,red,seamark
1357827791,buoy_lateral:system,iala-a,seamark
1357827791,buoy_lateral:category,port,seamark
1357827851,source,Rijkswaterstaat.nl,regular
1357827851,name,L 73,seamark
1357827851,type,buoy_lateral,seamark
1357827851,topmark:shape,"cone, point up",seamark
1357827851,topmark:colour,green,seamark
1357827851,buoy_lateral:shape,spar,seamark
1357827851,buoy_lateral:colour,green,seamark
1357827851,buoy_lateral:system,iala-a,seamark
1357827851,buoy_lateral:category,starboard,seamark
1414412097,source,local survey 27-10-16,regular
1414412097,highway,traffic_signals,regular
1458889370,barrier,gate,regular
1459000180,name,Sphinx,regular
1459000180,amenity,restaurant,regular
1459000180,cuisine,egyptian,regular
1459000180,city,Nieuwegein,addr
1459000180,street,Nedereindseweg,addr
1459000180,country,NL,addr
1459000180,postcode,3438AA,addr
1459000180,housenumber,9,addr
1509274598,waterway,lock_gate,regular
1509621108,barrier,gate,regular
1509621108,type,turning,gate
1536969152,barrier,gate,regular
1569561010,barrier,gate,regular
1569621157,amenity,post_box,regular
1652986854,highway,traffic_signals,regular
1653511350,name,Santander Consumer Finance Benelux B.V.,regular
1653511350,phone,+31 (0)30 63 80,regular
1653511350,source,BAG,regular
1653511350,website,http://www.santander.nl,regular
1653511350,city,Utrecht,addr
1653511350,wheelchair,yes,regular
1653511350,street,Winthontlaan,addr
1653511350,date,2014-08-17,source
1653511350,postcode,3526KV,addr
1653511350,housenumber,171,addr
1682052501,highway,traffic_signals,regular
1682052537,highway,traffic_signals,regular
1722662952,bus,yes,regular
1722662952,name,NH Kerk,regular
1722662952,public_transport,stop_position,regular
1725085564,name,Tinq,regular
1725085564,amenity,fuel,regular
1725085564,city,Nieuwegein,addr
1725085564,street,Nijverheidsweg,addr
1725085564,country,NL,addr
1725085564,housenumber,16,addr
1768192583,barrier,gate,regular
1769015714,name,RKB Het Vogelnest,regular
1769015714,source,survey,regular
1769015714,amenity,school,regular
1769015714,website,http://www.hetvogelnest.nl/,regular
1769015714,street,Groenling,addr
1769052673,barrier,bollard,regular
1769256460,noexit,yes,regular
1770867300,name,Anac,regular
1770867300,amenity,car_wash,regular
1771552566,amenity,parking,regular
1771582902,source,local survey 27-10-16,regular
1771582902,highway,traffic_signals,regular
1771919216,amenity,waste_basket,regular
1780993385,amenity,parking,regular
1780993605,amenity,bench,regular
1782972423,barrier,bollard,regular
1832592042,highway,street_lamp,regular
1835448843,amenity,parking,regular
1839056700,name,Gem. passantenhaven Nieuwegein,regular
1839056700,leisure,marina,regular
1843181577,fee,no,regular
1843181577,amenity,bicycle_parking,regular
1843181577,capacity,6,regular
1843181588,traffic_calming,hump,regular
1843396120,height,26; 26; 27,regular
1843396120,man_made,tower,regular
1843396120,technology,GSM 900; GSM 1800; UMTS,regular
1843396120,type,communication,tower
1848987555,traffic_calming,hump,regular
1852877306,amenity,bicycle_parking,regular
1860182446,amenity,bench,regular
1860310572,name,De Roerdomp,regular
1860310572,amenity,pharmacy,regular
1867738253,source,survey,regular
1867738253,barrier,bollard,regular
1867763328,source,surv ey,regular
1867763328,barrier,bollard,regular
1870148665,amenity,parking,regular
1882611236,barrier,bollard,regular
1886614914,barrier,bollard,regular
1886635544,barrier,bollard,regular
1898407771,source,survey,regular
1898407771,traffic_calming,table,regular
1898502001,source,survey,regular
1898502001,traffic_calming,table,regular
1898544594,barrier,bollard,regular
1898564149,source,survey,regular
1898564149,traffic_calming,table,regular
1898827244,source,survey,regular
1898827244,traffic_calming,bump,regular
1898889278,source,survey,regular
1898889278,traffic_calming,bump,regular
1898919218,source,survey,regular
1898919218,traffic_calming,bump,regular
1899035138,amenity,recycling,regular
1899035138,recycling_type,container,regular
1899035138,glass,yes,recycling
1899035138,glass_bottles,yes,recycling
1899110165,name,Rabobank,regular
1899110165,source,survey,regular
1899110165,amenity,atm,regular
1899110165,operator,Rabobank Utrecht en omstreken,regular
1899110165,city,Nieuwegein,addr
1899110165,street,Schakelstede,addr
1899110165,country,NL,addr
1899110165,postcode,3431HC,addr
1899110165,housenumber,77,addr
1901394771,traffic_calming,table,regular
1901417513,traffic_calming,table,regular
1901445782,traffic_calming,table,regular
1924371932,name,Bankstede,regular
1924371932,source,AND,regular
1924371932,amenity,parking,regular
1924371932,parking,underground,regular
2016668467,foot,yes,regular
2016668467,barrier,bollard,regular
2016668467,bicycle,yes,regular
2017121936,source,survey 16-11-12,regular
2017121936,amenity,recycling,regular
2017121936,recycling_type,container,regular
2017121936,glass,yes,recycling
2017121936,waste,yes,recycling
2017121936,plastic_packaging,yes,recycling
2018074963,source,survey 15-11-12,regular
2018074963,barrier,gate,regular
2018109647,noexit,yes,regular
2040821468,barrier,gate,regular
2041024863,source,survey 24-11-12,regular
2041024863,entrance,exit,regular
2041162549,entrance,yes,regular
2041254591,entrance,yes,regular
2043909314,amenity,parking,regular
2045227934,railway,level_crossing,regular
2050559668,barrier,bollard,regular
2074831783,name,brug in Beneluxweg,seamark
2074831783,type,bridge,seamark
2074831783,bridge:category,fixed,seamark
2074831783,bridge:clearance_height,4.55,seamark
2096131043,fee,yes,regular
2096131043,name,Parkeergarage Eiteren,regular
2096131043,amenity,parking,regular
2096131043,parking,underground,regular
2096131043,capacity,208,regular
2134218070,leisure,playground,regular
2144600055,traffic_calming,table,regular
2144708860,barrier,bollard,regular
2144734007,traffic_calming,hump,regular
2144771373,barrier,bollard,regular
2145577065,traffic_calming,hump,regular
2145731986,barrier,bollard,regular
2145781383,barrier,bollard,regular
2145803062,barrier,bollard,regular
2159729995,amenity,bench,regular
2180482633,access,private,regular
2180482633,barrier,gate,regular
2210438239,barrier,gate,regular
2210461180,barrier,gate,regular
2210461205,barrier,gate,regular
2210461226,barrier,gate,regular
2213155573,barrier,gate,regular
2229364087,amenity,school,regular
2229368835,name,Shoeby,regular
2229368835,shop,clothes,regular
2229368835,phone,030-6056479,regular
2229368835,website,http://www.shoeby.nl/,regular
2266447692,access,emergency_exit,regular
2266447692,entrance,yes,regular
2330066507,foot,yes,regular
2330066507,horse,yes,regular
2330066507,barrier,bollard,regular
2330066507,bicycle,yes,regular
2330066507,bollard,rising,regular
2330066507,material,steel,regular
2330066507,maxwidth,3.50,regular
2330066507,motorcycle,yes,regular
2330066507,traffic_calming,choker,regular
2330066530,traffic_calming,table,regular
2332866887,railway,crossing,regular
2332866949,railway,crossing,regular
2332867011,railway,level_crossing,regular
2336594689,foot,yes,regular
2336594689,barrier,gate,regular
2336594689,bicycle,yes,regular
2336594689,motorcar,yes,regular
2336594689,motorcycle,yes,regular
2395111179,source,BAG,regular
2395111179,city,Nieuwegein,addr
2395111179,street,Buxtehudelaan,addr
2395111179,date,2013-07-02,source
2395111179,country,NL,addr
2395111179,postcode,3438EA,addr
2395111179,housenumber,29,addr
2395111264,source,BAG,regular
2395111264,city,Nieuwegein,addr
2395111264,street,Buxtehudelaan,addr
2395111264,date,2013-07-02,source
2395111264,country,NL,addr
2395111264,postcode,3438EA,addr
2395111264,housenumber,51,addr
2413897565,mofa,yes,regular
2413897565,moped,yes,regular
2413897565,barrier,bollard,regular
2413969486,foot,yes,regular
2413969486,barrier,bollard,regular
2413969486,bicycle,yes,regular
2443981784,highway,traffic_signals,regular
2449322946,access,private,regular
2449322946,source,local_knowledge,regular
2449322946,entrance,main,regular
2452440539,type,distance_mark,seamark
2452440539,distance_mark:units,kilometres,seamark
2452440539,distance_mark:category,not_installed,seamark
2452440539,distance_mark:distance,3,seamark
2452440551,type,distance_mark,seamark
2452440551,distance_mark:units,kilometres,seamark
2452440551,distance_mark:category,not_installed,seamark
2452440551,distance_mark:distance,42,seamark
2452948785,type,distance_mark,seamark
2452948785,distance_mark:units,kilometres,seamark
2452948785,distance_mark:category,not_installed,seamark
2452948785,distance_mark:distance,46,seamark
2460152015,name,Beter Bed,regular
2460152015,shop,furniture,regular
2460152015,website,https://www.beterbed.nl/winkels/Utrecht,regular
2460152015,city,Utrecht,addr
2460152015,street,Kaap de Goede Hooplaan,addr
2460152015,postcode,3526AR,addr
2460152015,phone,+31-30-2804145,contact
2460152015,housenumber,9,addr
2466696266,tourism,viewpoint,regular
2466701511,amenity,bench,regular
2466765657,foot,yes,regular
2466765657,barrier,bollard,regular
2466765657,bicycle,yes,regular
2475806106,highway,street_lamp,regular
2475806128,highway,street_lamp,regular
2475806143,highway,street_lamp,regular
2475806157,highway,street_lamp,regular
2475806175,highway,street_lamp,regular
2475806197,highway,street_lamp,regular
2475806225,highway,street_lamp,regular
2475806253,highway,street_lamp,regular
2475806289,highway,street_lamp,regular
2475806310,highway,street_lamp,regular
2475806323,highway,street_lamp,regular
2475806338,highway,street_lamp,regular
2475806354,highway,street_lamp,regular
2475806369,highway,street_lamp,regular
2475806382,highway,street_lamp,regular
2475806398,highway,street_lamp,regular
2475806408,highway,street_lamp,regular
2475806418,highway,street_lamp,regular
2475806430,highway,street_lamp,regular
2475806445,highway,street_lamp,regular
2475806463,highway,street_lamp,regular
2475806484,highway,street_lamp,regular
2475806504,highway,street_lamp,regular
2485983395,amenity,bench,regular
2490750672,name,Zuilenstein,regular
2490750672,railway,tram_stop,regular
2490773476,railway,level_crossing,regular
2490800617,name,Stadscentrum,regular
2490800617,tram,yes,regular
2490800617,railway,tram_stop,regular
2490800617,wheelchair,yes,regular
2490800617,public_transport,platform,regular
2490814483,railway,level_crossing,regular
2490825973,railway,level_crossing,regular
2491109203,railway,switch,regular
2519182858,name,Formido,regular
2519182858,shop,hardware,regular
2521507726,name,Wiegand Bruss Optiek,regular
2521507726,shop,optician,regular
2524589496,natural,tree,regular
2524589506,natural,tree,regular
2524589516,natural,tree,regular
2524589526,natural,tree,regular
2524589536,natural,tree,regular
2524589546,natural,tree,regular
2579985055,amenity,waste_basket,regular
2587187428,name,Videotheek \t Sluisje,regular
2587187428,shop,video,regular
2587187428,opening_hours,13:00-21:00,regular
2601158108,railway,switch,regular
2604487689,vhf,18,regular
2604487689,phone,+31-30-6006339,regular
2604487689,name,Doorslagbrug,seamark
2604487689,type,bridge,seamark
2604487689,waterway_distance,0.586,river
2604487689,bridge:category,lifting,seamark
2604487689,bridge:clearance_width,8.85,seamark
2604487689,bridge:clearance_height_open,4.75,seamark
2604487689,bridge:clearance_height_closed,0.68,seamark
2627781602,source,local survey,regular
2627781602,surface,paving_stones,regular
2627781602,traffic_calming,table,regular
2630514874,traffic_calming,hump,regular
2631751366,seats,5,regular
2631751366,colour,brown,regular
2631751366,amenity,bench,regular
2631751366,backrest,yes,regular
2631751366,material,wood,regular
2631751431,seats,5,regular
2631751431,colour,brown,regular
2631751431,amenity,bench,regular
2631751431,backrest,yes,regular
2631751431,material,wood,regular
2634464877,amenity,waste_basket,regular
2637465285,source,BAG,regular
2637465285,city,Utrecht,addr
2637465285,street,Baron van Heemstrastraat,addr
2637465285,date,2014-01-22,source
2637465285,postcode,3525VT,addr
2637465285,housenumber,1,addr
2637465296,source,BAG,regular
2637465296,city,Utrecht,addr
2637465296,street,Karperstraat,addr
2637465296,date,2014-01-22,source
2637465296,postcode,3525CA,addr
2637465296,housenumber,1,addr
2637465306,source,BAG,regular
2637465306,city,Utrecht,addr
2637465306,street,Snoekstraat,addr
2637465306,date,2014-01-22,source
2637465306,postcode,3525TH,addr
2637465306,housenumber,1,addr
2637465316,source,BAG,regular
2637465316,city,Utrecht,addr
2637465316,street,Oudegeinlaan,addr
2637465316,date,2014-01-22,source
2637465316,postcode,3525XH,addr
2637465316,housenumber,1-1,addr
2637465328,source,BAG,regular
2637465328,city,Utrecht,addr
2637465328,street,Vronesteinlaan,addr
2637465328,date,2014-01-22,source
2637465328,postcode,3525XE,addr
2637465328,housenumber,1-2,addr
2637465339,source,BAG,regular
2637465339,city,Utrecht,addr
2637465339,street,Draadnagelweg,addr
2637465339,date,2014-01-22,source
2637465339,postcode,3525BV,addr
2637465339,housenumber,10,addr
2637465349,source,BAG,regular
2637465349,city,Utrecht,addr
2637465349,street,Linschotensingel,addr
2637465349,date,2014-01-22,source
2637465349,postcode,3525XC,addr
2637465349,housenumber,10,addr
2637465359,source,BAG,regular
2637465359,city,Utrecht,addr
2637465359,street,Verlengde Hoogravenseweg,addr
2637465359,date,2014-01-22,source
2637465359,postcode,3525BG,addr
2637465359,housenumber,10,addr
2637465369,source,BAG,regular
2637465369,city,Utrecht,addr
